Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			Run Id			
0.3763685612	0.0003841328906	0.000144575543344719	0.375955567	0.001107457218	0.000416354706321433	0.4737348756	0.001055190382	0.000499880484351086	0.4729393564	4.25369259E-06	2.01173863583805E-06	0.4680515054	0.001056799284	0.000494636495781842	-0.06235187918	6.717020684E-06	-4.18818862138329E-07	-0.0624717108	0.0002730504812	-1.70579306953272E-05	0.4156184682	0.0001783295242	7.41170436828388E-05	0.4011110904	0.0001779840664	7.139138294753E-05	0.1673939524	1.8454825116E-05	3.08922611701803E-06	0.1666795792	7.32642388E-07	1.22116524935923E-07	0.1660958508	5.011682782E-06	8.32419715616001E-07	0.011390313468	0.0008120064328	9.24900780762448E-06	0.1884968408	0.00133095375	0.000250880577125913	0.1869203804	0.001357410704	0.000253727725150712	0.422476403	0.001047264259	0.00044244443713278	0.42243177	0.001184840432	0.000500514240857325	0.3434512414	0.0003662935384	0.000125803970480279	0.07274993822	0.0001686207998	1.2267152768057E-05	0.3964928132	-3.915027438E-06	-1.55228024264781E-06	0.2262793666	0.0003387039728	7.66417204300876E-05	0.3972037362	0.0002843487002	0.000112944366103054	0.3964572018	0.0006327439306	0.000250855888181609	0.3262445794	0.0008559296062	0.000279242394370727	0.3390820296	0.000555072678	0.000188215170231747	0.3517763484	0.0007326045438	0.000257712951239212	0.3853870406	0.000783892422	0.000302101980663346	0.1139893992	0.00014005648	1.59649540092668E-05	0.1132803796	2.2456217024E-05	2.5438487888587E-06	0.1123582394	-0.001960019264	-0.000220224313693124	0.1117571152	-0.001966689706	-0.000219791568036096	0.1149746716	-4.091152742E-06	-4.7037894297689E-07	0.2680120724	-6.7475878948E-06	-1.8084350153865E-06	
0.381042964	0.0003828685992	0.000145889385861696	0.3798607284	0.001103619092	0.000419221552163267	0.479931242	0.001048015338	0.00050297530280139	0.4792701896	8.096426186E-06	3.88037571324663E-06	0.4758345438	0.0010382610062	0.000494040452230506	-0.06137336258	7.96299794E-06	-4.88715959795413E-07	-0.06136385486	0.0002712242124	-1.66433632042314E-05	0.4220101544	0.00018185203	7.67434032582534E-05	0.4070620302	0.0001695281118	6.90084573652806E-05	0.1709236826	1.7459207776E-05	2.98419208835247E-06	0.170512457	-1.734082052E-06	-2.95682591326122E-07	0.1700619038	4.09740334E-06	6.96812212636879E-07	0.0124810623	0.0008126325756	1.01425178030731E-05	0.1917849608	0.001328408544	0.000254768780537425	0.1905984942	0.001351231278	0.000257542646902742	0.4291287436	0.001027445069	0.000440906211577985	0.4286243584	0.001171711092	0.000502223915038663	0.3492861516	0.0003620354792	0.00012645397927243	0.07516100842	0.0001604249088	1.20576979210945E-05	0.4029669412	-9.774225774E-06	-3.93868986274698E-06	0.2309715222	0.0003258599268	7.52643633169766E-05	0.402993609	0.0002820120078	0.000113649036804658	0.4029459116	0.000632198573	0.000254741830309704	0.3313945886	0.00084975018	0.000281602611313876	0.3440899968	0.000547257179	0.000188305720970887	0.3565553696	0.0007270655732	0.000259239134175762	0.391637957	0.000772779547	0.000302649802998466	0.1171639956	0.0001364039424	1.59816309071763E-05	0.116581183	1.7712964044E-05	2.06499830268598E-06	0.114879036	-0.002014137762	-0.000231382204469757	0.1141136548	-0.002011581762	-0.000229548946790844	0.1171618846	2.763662942E-06	3.23795958683901E-07	0.2728037768	-1.03651916348E-05	-2.82766342522921E-06	
0.3857731698	0.0003789519738	0.000146189504134793	0.3844672714	0.001099459582	0.000422706225506125	0.4874549174	0.001035526454	0.000504772462100085	0.4867837066	7.170676736E-06	3.49056860038047E-06	0.4833696302	0.0010211938346	0.000493614086193122	-0.06041197236	7.322542348E-06	-4.42369225932305E-07	-0.06043609094	0.0002671563488	-1.61458853912752E-05	0.4285952618	0.0001688177882	7.2354504130076E-05	0.4136388972	0.0001653651504	6.84014584467681E-05	0.1741097094	1.4767353476E-05	2.57113962231344E-06	0.173968005	-1.82918000452E-06	-3.18218796172236E-07	0.17372798	3.487883712E-06	6.05942991760662E-07	0.01394724216	0.000810149245	1.12993477057562E-05	0.1957858738	0.00132354901	0.000259132199439975	0.1935131012	0.001352226896	0.00026167362017101	0.4354246782	0.0010134501446	0.000441281203084198	0.435749761	0.001155959766	0.000503709191760116	0.3544019272	0.0003500919528	0.000124073262769531	0.0771192946	0.0001634369908	1.26041454420427E-05	0.4088436988	-8.553478596E-06	-3.49703582679527E-06	0.235772739	0.0003135961724	7.39374285066642E-05	0.4086522244	0.0002771484268	0.000113257321100781	0.4084466116	0.0006293766868	0.000257066775143495	0.336432992	0.0008456823164	0.000284515431987943	0.3497479858	0.0005440898348	0.000190294323815555	0.3624238868	0.0007233179376	0.000262147698337152	0.3976250482	0.0007705728864	0.000306399081096413	0.1192668874	0.0001345776736	1.60506602438052E-05	0.1194488732	1.0858148356E-05	1.29699358616263E-06	0.1176877332	-0.002060856088	-0.00024253748144814	0.1165355096	-0.002051610236	-0.000239085444352836	0.1197803316	4.104738162E-06	4.91666898175534E-07	0.2766626478	-3.3201800548E-06	-9.18569805133717E-07	
0.3897620258	0.0003762710108	0.000146656151419222	0.3897656834	0.001092631116	0.000425870113631845	0.4947579062	0.00102188669	0.000505586519118048	0.4938070354	6.305091296E-06	3.1134984408041E-06	0.4911685226	0.0010068786826	0.000494547114970076	-0.05904536066	3.254678906E-06	-1.92173689837264E-07	-0.05970871624	0.0002664557292	-1.59097295253251E-05	0.4343902234	0.0001735862712	7.5404179125741E-05	0.4198619026	0.0001590207584	6.67667581747189E-05	0.1775519476	4.970323598E-06	8.82490635027139E-07	0.17767403	-7.23811864452E-06	-1.28602570919001E-06	0.1775633828	2.74260744E-06	4.86986654738848E-07	0.01535887206	0.0008069326436	1.239357523409E-05	0.199411375	0.001318915738	0.00026300680082372	0.197236879	0.001340343534	0.00026436517543399	0.4424346584	0.0009876417254	0.000436966929398936	0.4414362684	0.001148369396	0.000506931900915002	0.3597941922	0.0003451934378	0.000124198594105992	0.07962868006	0.0001608751684	1.28102773141222E-05	0.4144579226	-4.840776898E-06	-2.00629833691515E-06	0.2402461066	0.0003103589604	7.45625318845236E-05	0.4149050396	0.000272059716	0.000112878947240545	0.4152961706	0.0006256290512	0.000259821349179471	0.34195716	0.0008391127946	0.000286940628161079	0.354396376	0.0005376852788	0.00019055371423527	0.3676918434	0.0007122652266	0.000261894114158273	0.4037047394	0.0007700973966	0.000310891968807021	0.12234446	0.0001392510586	1.70365955688454E-05	0.1218079378	2.2421283072E-05	2.73109025383037E-06	0.1207640336	-0.002118462158	-0.00025583403522904	0.1196035696	-0.002103392042	-0.000251573196491433	0.1218210596	6.98678836E-06	8.51137961216146E-07	0.280971132	-4.981483062E-06	-1.39965293496897E-06	
0.3940051946	0.0003738948078	0.000147316496507169	0.3944527502	0.001087907338	0.000429128041436861	0.5017831528	0.001014711648	0.000509165209916324	0.5006578668	8.736881796E-06	4.37418860246911E-06	0.4981423708	0.0010018152026	0.000499046600126646	-0.05803830652	4.760719944E-06	-2.76304123365749E-07	-0.05910437774	0.0002618774422	-1.54781032653738E-05	0.4406385954	0.0001686877564	7.43303360412734E-05	0.4270488426	0.0001514303892	6.46681724423275E-05	0.1812503588	5.255617456E-06	9.52582549615543E-07	0.1807154706	-3.81071080452E-06	-6.88654396359336E-07	0.1814273232	3.075996206E-06	5.58069757827936E-07	0.01687703824	0.000804144553	1.35715783714687E-05	0.203223329	0.001314891984	0.000267216726263895	0.2004228866	0.00133823197	0.000268212314367805	0.4482733658	0.0009823880494	0.000440378397426235	0.4472445396	0.00113793191	0.000508933833184099	0.3657020316	0.0003392391416	0.00012406044328136	0.08247350928	0.0001506278788	1.24228097600385E-05	0.4208166474	-9.964421698E-06	-4.19319453223218E-06	0.2446167354	0.000303028655	7.41258803187529E-05	0.4208242902	0.0002690476338	0.000113221779523875	0.4215718272	0.000619544723	0.000261182600907228	0.3481617858	0.0008302415142	0.000289058368229168	0.3597911662	0.000535798846	0.000192775691650954	0.3734677604	0.0007088378188	0.000264728072674057	0.4096728248	0.000761796704	0.000312087407651009	0.125702965	0.000130855268	1.64488951734696E-05	0.1250453244	1.9954558632E-05	2.49522425739726E-06	0.1235188264	-0.002171524874	-0.000268224203934888	0.1225371822	-0.002149374814	-0.000263378333199209	0.124101499	1.082952195E-05	1.3439599074484E-06	0.286124312	-7.258011592E-06	-2.07669357324902E-06	
0.3981976302	0.000372416261	0.000148295272578145	0.399946482	0.001080000206	0.000431942282948975	0.5090867682	0.001005935466	0.000512108435403701	0.5079158376	8.866913696E-06	4.50364589683075E-06	0.5045676834	0.000992943922	0.00050100741446965	-0.05752590304	2.233831488E-06	-1.28503173586387E-07	-0.0583256239	0.0002639637748	-1.53958518522091E-05	0.447120983	0.000166160868	7.42940106362932E-05	0.4339897294	0.000143744922	6.23838198014041E-05	0.1847065334	1.0829521928E-05	2.00028345370016E-06	0.1850873714	-5.54188169452E-06	-1.02573231544848E-06	0.1854155528	2.709360916E-06	5.02357651974854E-07	0.01857721436	0.0008032589024	1.49223128164631E-05	0.2073009876	0.001310534842	0.00027167516703081	0.2034231062	0.0013347444	0.000271517851831055	0.453927519	0.0009788655436	0.000444334007640934	0.4539698096	0.00112550319	0.000510944468868492	0.3715851308	0.0003329646176	0.000123724700982668	0.08525936478	0.000148421218	1.26542987665539E-05	0.4275767774	-8.743674512E-06	-3.73859217047548E-06	0.2478331984	0.0003003717346	7.4442087694874E-05	0.4272832098	0.0002618376564	0.000111878834273102	0.4278176742	0.0006072460348	0.000259790586275308	0.3531665822	0.00082108494	0.000289979761955692	0.3649297642	0.0005331419256	0.000194559357194342	0.3784687402	0.000705375477	0.000266962568148164	0.414864055	0.000762021834	0.000316135468051777	0.1283467592	0.0001249960696	1.60428404458976E-05	0.1280753538	1.8898777292E-05	2.42046758806031E-06	0.126152501	-0.002223461942	-0.000280495284861617	0.1257492022	-0.00221027826	-0.000277940727835004	0.1265753596	1.4187061914E-05	1.79573246343201E-06	0.2909845026	-5.786904486E-06	-1.68389952345242E-06	
0.4030109042	0.0003679519914	0.000148288664756305	0.404575221	0.001075016922	0.00043492520879689	0.5170162916	0.0009919754754	0.000512867481649455	0.515629744	3.0426493E-06	1.56888047964078E-06	0.5112999408	0.0009875602136	0.000504939478750115	-0.05706804952	-6.13284768E-07	3.49989655100857E-08	-0.05756652156	0.000262137506	-1.50903443908336E-05	0.4534784358	0.0001647848588	7.47263800121479E-05	0.4405317364	0.0001415382614	6.23520960615791E-05	0.1880853548	1.2110433128E-05	2.27779511166155E-06	0.1881300648	1.72825972748E-06	3.25137614522043E-07	0.1883948294	3.075996208E-06	5.79501780841207E-07	0.02026408068	0.0007970565784	1.61516188112223E-05	0.211364045	0.001305827688	0.000276005022208678	0.2070200698	0.001332407708	0.000275835136712218	0.460173366	0.000972010728	0.000447293448491871	0.4601674482	0.001113144338	0.000512232789495738	0.3774625146	0.000325824508	0.000122986538107988	0.08765013778	0.000143617801	1.25881200453106E-05	0.4335493058	-3.654963668E-06	-1.58460696098562E-06	0.251562065	0.0003033838168	7.63198594417897E-05	0.4337199334	0.0002659656838	0.000115354618664421	0.4340463948	0.0005952074102	0.000258347630555555	0.358877184	0.0008056189076	0.000289118244936644	0.370646081	0.0005252662626	0.000194687881714207	0.3839954332	0.0007036443062	0.000270196200177982	0.4201624478	0.0007562577336	0.000317751100517056	0.130723596	0.000124165418	1.62313499398031E-05	0.1303469072	1.8933711232E-05	2.4679507009091E-06	0.1294685128	-0.00228093798	-0.000295309648059636	0.1290956694	-0.002277170936	-0.000293972906321145	0.129866024	1.1270077778E-05	1.46360019119961E-06	0.2957470432	-1.563779086E-06	-4.62483040902498E-07	
0.407000406	0.000364035366	0.000148162541760359	0.4092584906	0.001070112136	0.000437952477552102	0.5245469352	0.0009766647058	0.0005123064781454	0.5221209984	7.620936436E-06	3.97905094070726E-06	0.5178235494	0.0009865044322	0.000510835226580636	-0.05639457904	3.134350864E-06	-1.7676039753894E-07	-0.05707568748	0.000259160358	-1.47917556004129E-05	0.459263239	0.0001702888954	7.82074296671362E-05	0.4471244576	0.000142048685	6.35134412334183E-05	0.1916493184	1.4161831828E-05	2.71410541713163E-06	0.1918912662	-7.38464718E-07	-1.41704929781046E-07	0.1918211942	3.030743994E-06	5.81360932243558E-07	0.02176893706	0.0007959732958	1.7327492577711E-05	0.2151518852	0.001302718214	0.000280282279626477	0.2112670358	0.001326773638	0.000280303533677842	0.4668009664	0.0009618333064	0.000448984716943227	0.4666193996	0.001095852038	0.000511345820021996	0.3833392722	0.0003264300296	0.000125133449971088	0.08970100468	0.0001392297098	1.24890448503648E-05	0.4399435364	-8.718444428E-06	-3.8356232735612E-06	0.2557107544	0.0002938720808	7.51462514784658E-05	0.4401953336	0.0002669865312	0.000117526225168291	0.4401990154	0.000589123082	0.000259331400645813	0.3640842684	0.0007951814222	0.000289513046346958	0.375973657	0.0005189218706	0.000195100953386763	0.3890858228	0.0006982004336	0.000271659890186573	0.4268731356	0.000735122699	0.000313804131572865	0.1341721566	0.0001229796048	1.65004387938317E-05	0.1331207252	2.454254966E-05	3.26712200899621E-06	0.1319810498	-0.002325960068	-0.000306982651567519	0.1322271656	-0.002340541106	-0.000309483116416669	0.1327311504	1.1625239518E-05	1.54303141489968E-06	0.3006256324	-7.93291586E-07	-2.38483784718849E-07	
0.4116272464	0.0003592663368	0.000147883812941199	0.4138656602	0.001065602614	0.000441016329353956	0.531156783	0.0009689792388	0.000514679895274797	0.5290365186	8.581619836E-06	4.53999028198614E-06	0.523908956	0.00097702763	0.000511873525616454	-0.05612633004	6.942150518E-06	-3.89637431160625E-07	-0.05629630718	0.000259220522	-1.4593158133872E-05	0.4659123894	0.0001648799568	7.68196146368568E-05	0.453708312	0.0001358692588	6.16450120628392E-05	0.1947712828	1.6818752174E-05	3.27580993602527E-06	0.1949568012	-1.82918001E-06	-3.56611083568584E-07	0.1947085166	3.121248424E-06	6.07733650577128E-07	0.0233441976	0.0007933375852	1.85198293524156E-05	0.2190678118	0.001299625362	0.000284706084213123	0.2146185726	0.001320568982	0.000283418629936675	0.4731761912	0.0009507204314	0.000449858272625873	0.4726673824	0.001075902816	0.000508544167755509	0.3885260594	0.00032572941	0.000126554364097987	0.09196050114	0.0001343311948	1.2353163992543E-05	0.4463751906	-1.16004946232E-05	-5.17817299848518E-06	0.2594523044	0.0002861613836	7.42452304053124E-05	0.4467519034	0.0002552681344	0.000114041524920567	0.4462749092	0.0005777249132	0.000257824133180908	0.3691562596	0.0007865702056	0.000290367315012099	0.381821877	0.0005126124126	0.00019572663355243	0.394681648	0.0006932417546	0.00027360979816794	0.4329934212	0.000724104922	0.000313532667484539	0.1364487794	0.0001215084978	1.65796862115376E-05	0.1359243528	1.727240822E-05	2.3477409086009E-06	0.1341898322	-0.002361185126	-0.000316847035851076	0.1350333184	-0.002396831332	-0.000323652088405052	0.135957126	8.102733722E-06	1.1016243895864E-06	0.304742594	-4.12899776E-07	-1.25828148800259E-07	
0.4157524678	0.0003549996994	0.000147592001093808	0.418756933	0.00106028594	0.000444002088337422	0.5382003898	0.0009543186272	0.000513614657152441	0.5363927854	1.0953246336E-05	5.87524231133938E-06	0.5304021092	0.0009655945272	0.000512153373858857	-0.05541860682	-6.79271219999996E-08	3.76442646653215E-09	-0.05528165844	0.000263798809	-1.45832356560168E-05	0.4721157434	0.0001634088496	7.71478905070428E-05	0.4593225164	0.0001367697782	6.28214386902938E-05	0.1977106106	1.8549923066E-05	3.66751661596188E-06	0.1987547804	9.21867900000003E-08	1.8322565202231E-08	0.1980460978	2.133087817E-06	4.2244971842157E-07	0.0244666741	0.000793444713	1.9412953209339E-05	0.2227516408	0.00129557298	0.000288591007071146	0.218368382	0.001318967844	0.000288020874004308	0.4795609094	0.000936725506	0.000449216935515535	0.478947463	0.00106395929	0.000509580602680781	0.3937128464	0.0003242233688	0.000127650905399645	0.09380782728	0.0001379138646	1.29373999899141E-05	0.4515905152	-2.0887585912E-06	-9.43263568328434E-07	0.2631843418	0.0002817732924	7.41583184971129E-05	0.4527935446	0.0002458864304	0.000111335788389857	0.452582255	0.000567027364	0.000256626523045826	0.3738782058	0.0007808410392	0.000291939446751103	0.3868089204	0.0005093150366	0.000197007599450732	0.3994790678	0.00068789298	0.000274798846396564	0.4393439058	0.0007214829356	0.000316979130894554	0.1397438868	0.00011952696702	1.67031629487902E-05	0.1383379674	1.842328752E-05	2.54864014834259E-06	0.1369078472	-0.002406112116	-0.000329415629923397	0.1378623128	-0.002453571816	-0.000338255085174656	0.1387968858	7.782505922E-06	1.08018758569366E-06	0.3091271782	4.615647044E-06	1.42682194627889E-06	
0.4203349162	0.0003507949374	0.000147451360615413	0.4231605424	0.001056521694	0.000447078293090407	0.5449700516	0.0009412242212	0.000512939012394534	0.5435365868	1.0953246336E-05	5.95349012784904E-06	0.538033593	0.0009525952192	0.000512528228460799	-0.05451112084	-5.676765546E-06	3.09446852658355E-07	-0.0549519106	0.0002611671188	-1.43516321639572E-05	0.4785962132	0.00016295859	7.79913640824114E-05	0.4646596052	0.0001384058512	6.43116081759619E-05	0.201708979	2.0376191926E-05	4.1100608693015E-06	0.2015133706	-1.60405015E-06	-3.23237552337936E-07	0.200854795	1.6306958816E-06	3.27533087006112E-07	0.02537605874	0.00079122089	2.00780677809551E-05	0.2258114606	0.001292953892	0.000291963806840975	0.2220731348	0.001313428872	0.000291677266941868	0.4862278514	0.000922600549	0.00044859408264073	0.4857437442	0.001044685458	0.000507449425880212	0.3987512498	0.0003212112868	0.000128083402061366	0.09553019928	0.0001445435504	1.38082741743507E-05	0.457220593	-6.7369136192E-06	-3.0802556399604E-06	0.26737298	0.0002747282808	7.34549191277728E-05	0.4582853586	0.0002469422118	0.00011317000008824	0.4585896434	0.0005645606396	0.00025890166239184	0.3796642618	0.0007745315812	0.000294061961017085	0.392902567	0.0005003137244	0.000196574546622091	0.4053076362	0.0006835398226	0.000277043909746573	0.4460450618	0.0007114607758	0.000317343565709987	0.1431442584	0.00011165130394	1.59822431018843E-05	0.141444704	2.075998006E-05	2.9363892346326E-06	0.1400101408	-0.0024591399	-0.000344304523645898	0.1402201244	-0.002490623144	-0.000349235487085199	0.1425358912	3.204218772E-06	4.5671617826679E-07	0.313494029	4.87619592E-07	1.52865830515416E-07	
0.4255350132	0.0003444568568	0.000146578453105218	0.4287018176	0.001049297962	0.000449835943513376	0.5520967458	0.0009296960206	0.00051328214755647	0.5507032298	1.2969711076E-05	7.14246177912603E-06	0.5451710526	0.0009374494146	0.000511070284116736	-0.05353514862	-5.261439792E-06	2.81671961219902E-07	-0.054480728	0.0002587353282	-1.40960890396549E-05	0.4845871402	0.000164464631	7.96974452003383E-05	0.4709498246	0.0001478826532	6.96453095859226E-05	0.2056192098	1.9605704426E-05	4.03130945164648E-06	0.2055022264	-2.244505748E-06	-4.61250928381597E-07	0.2049673136	9.759240394E-07	2.00032528633479E-07	0.02652071182	0.0007915256498	2.0991823656484E-05	0.2291040046	0.001290256306	0.000295602886665003	0.2261634768	0.001301130184	0.000294268126182864	0.4925180708	0.0009185326856	0.000452393946278455	0.4923554906	0.001021724154	0.00050305149710054	0.4035645238	0.0003269753872	0.000131955666429689	0.09751195344	0.0001505327806	1.46787454930609E-05	0.463857706	-8.6582804152E-06	-4.0162100912994E-06	0.2712451608	0.000261728973	7.09927173674039E-05	0.464319386	0.0002425288904	0.000112610865477789	0.4651988646	0.0005566151088	0.000258936716632966	0.3854034204	0.0007700483922	0.000296779284227401	0.3977697452	0.0004962807948	0.000197405485295249	0.4109199614	0.0006676584646	0.000274354190501815	0.4520848042	0.0007069775866	0.000319613823811849	0.1465072064	0.00010940970934	1.60293108684394E-05	0.144914834	1.522100952E-05	2.20575006790322E-06	0.1422246384	-0.002497887464	-0.000355261141331293	0.1428201728	-0.002533248376	-0.000361798970805639	0.1451987298	3.749576418E-06	5.44433733181634E-07	0.3177156282	-1.17902068E-07	-3.74593296006991E-08	
